"Step","Proposed_Uniform - rollout/ep_rew_mean","Proposed_Uniform - rollout/ep_rew_mean__MIN","Proposed_Uniform - rollout/ep_rew_mean__MAX","Prior_Uniform - rollout/ep_rew_mean","Prior_Uniform - rollout/ep_rew_mean__MIN","Prior_Uniform - rollout/ep_rew_mean__MAX","Prior_Strong - rollout/ep_rew_mean","Prior_Strong - rollout/ep_rew_mean__MIN","Prior_Strong - rollout/ep_rew_mean__MAX","Proposed_hard - rollout/ep_rew_mean","Proposed_hard - rollout/ep_rew_mean__MIN","Proposed_hard - rollout/ep_rew_mean__MAX","Proposed_medium2 - rollout/ep_rew_mean","Proposed_medium2 - rollout/ep_rew_mean__MIN","Proposed_medium2 - rollout/ep_rew_mean__MAX","Prior_medium2 - rollout/ep_rew_mean","Prior_medium2 - rollout/ep_rew_mean__MIN","Prior_medium2 - rollout/ep_rew_mean__MAX"
"85789","","","","","","","","","","33.893227","33.893227","33.893227","","","","","",""
"85800","81.82283","81.82283","81.82283","","","","","","","","","","","","","","",""
"85814","76.334045","76.334045","76.334045","","","","","","","","","","","","","","",""
"85825","","","","","","","","","","41.229046","41.229046","41.229046","","","","","",""
"85839","","","","","","","","","","46.86166","46.86166","46.86166","","","","","",""
"85850","76.77806","76.77806","76.77806","","","","","","","","","","","","","","",""
"85853","","","","","","","","","","49.678883","49.678883","49.678883","","","","","",""
"85864","80.776054","80.776054","80.776054","","","","","","","","","","","","","","",""
"85867","","","","","","","","","","53.914776","53.914776","53.914776","","","","","",""
"85878","82.488945","82.488945","82.488945","","","","","","","","","","","","","","",""
"85881","","","","","","","","","","59.951782","59.951782","59.951782","","","","","",""
"85892","83.04331","83.04331","83.04331","","","","","","","","","","","","","","",""
"85895","","","","","","","","","","62.18473","62.18473","62.18473","","","","","",""
"85906","83.30204","83.30204","83.30204","","","","","","","","","","","","","","",""
"85909","","","","","","","","","","68.24114","68.24114","68.24114","","","","","",""
"85920","85.19735","85.19735","85.19735","","","","","","","","","","","","","","",""
"85923","","","","","","","","","","64.64867","64.64867","64.64867","","","","","",""
"85934","80.61795","80.61795","80.61795","","","","","","","","","","","","","","",""
"85937","","","","","","","","","","56.529854","56.529854","56.529854","","","","","",""
"85948","73.19693","73.19693","73.19693","","","","","","","","","","","","","","",""
"85973","","","","","","","","","","54.02491","54.02491","54.02491","","","","","",""
"85984","72.42959","72.42959","72.42959","","","","","","","","","","","","","","",""
"85987","","","","","","","","","","53.950768","53.950768","53.950768","","","","","",""
"85998","72.727234","72.727234","72.727234","","","","","","","","","","","","","","",""
"86012","68.70469","68.70469","68.70469","","","","","","","","","","","","","","",""
"86014","","","","","","","","","","57.778957","57.778957","57.778957","","","","","",""
"86026","68.284775","68.284775","68.284775","","","","","","","","","","","","","","",""
"86028","","","","","","","","","","54.8481","54.8481","54.8481","","","","","",""
"86040","62.055393","62.055393","62.055393","","","","","","","","","","","","","","",""
"86042","","","","","","","","","","59.88696","59.88696","59.88696","","","","","",""
"86054","61.308903","61.308903","61.308903","","","","","","","","","","","","","","",""
"86056","","","","","","","","","","59.657085","59.657085","59.657085","","","","","",""
"86070","","","","","","","","","","67.21686","67.21686","67.21686","","","","","",""
"86081","62.61235","62.61235","62.61235","","","","","","","","","","","","","","",""
"86084","","","","","","","","","","65.74243","65.74243","65.74243","","","","","",""
"86095","59.655193","59.655193","59.655193","","","","","","","","","","","","","","",""
"86098","","","","","","","","","","68.313545","68.313545","68.313545","","","","","",""
"86109","58.86261","58.86261","58.86261","","","","","","","","","","","","","","",""
"86134","","","","","","","","","","71.12213","71.12213","71.12213","","","","","",""
"86137","57.082527","57.082527","57.082527","","","","","","","","","","","","","","",""
"86148","","","","","","","","","","70.7086","70.7086","70.7086","","","","","",""
"86151","51.66242","51.66242","51.66242","","","","","","","","","","","","","","",""
"86162","","","","","","","","","","66.57527","66.57527","66.57527","","","","","",""
"86165","52.135082","52.135082","52.135082","","","","","","","","","","","","","","",""
"86176","","","","","","","","","","67.845474","67.845474","67.845474","","","","","",""
"86179","50.522057","50.522057","50.522057","","","","","","","","","","","","","","",""
"86190","","","","","","","","","","65.29926","65.29926","65.29926","","","","","",""
"86193","51.311096","51.311096","51.311096","","","","","","","","","","","","","","",""
"86204","","","","","","","","","","64.63168","64.63168","64.63168","","","","","",""
"86207","49.527943","49.527943","49.527943","","","","","","","","","","","","","","",""
"86218","","","","","","","","","","60.96784","60.96784","60.96784","","","","","",""
"86221","47.94145","47.94145","47.94145","","","","","","","","","","","","","","",""
"86232","","","","","","","","","","56.660534","56.660534","56.660534","","","","","",""
"86235","51.04194","51.04194","51.04194","","","","","","","","","","","","","","",""
"86249","47.562916","47.562916","47.562916","","","","","","","","","","","","","","",""
"86266","","","","","","","","","","49.192165","49.192165","49.192165","","","","","",""
"86280","","","","","","","","","","47.60955","47.60955","47.60955","","","","","",""
"86285","45.28186","45.28186","45.28186","","","","","","","","","","","","","","",""
"86294","","","","","","","","","","44.635044","44.635044","44.635044","","","","","",""
"86299","46.26269","46.26269","46.26269","","","","","","","","","","","","","","",""
"86308","","","","","","","","","","39.725403","39.725403","39.725403","","","","","",""
"86313","44.666588","44.666588","44.666588","","","","","","","","","","","","","","",""
"86322","","","","","","","","","","38.2231","38.2231","38.2231","","","","","",""
"86332","43.2745","43.2745","43.2745","","","","","","","","","","","","","","",""
"86336","","","","","","","","","","35.932644","35.932644","35.932644","","","","","",""
"86346","44.81762","44.81762","44.81762","","","","","","","","","","","","","","",""
"86350","","","","","","","","","","40.07418","40.07418","40.07418","","","","","",""
"86360","49.3629","49.3629","49.3629","","","","","","","","","","","","","","",""
"86364","","","","","","","","","","41.926838","41.926838","41.926838","","","","","",""
"86374","58.539017","58.539017","58.539017","","","","","","","","","","","","","","",""
"86388","62.836548","62.836548","62.836548","","","","","","","","","","","","","","",""
"86392","","","","","","","","","","44.929626","44.929626","44.929626","","","","","",""
"86402","65.04646","65.04646","65.04646","","","","","","","","","","","","","","",""
"86406","","","","","","","","","","45.496666","45.496666","45.496666","","","","","",""
"86416","72.19798","72.19798","72.19798","","","","","","","","","","","","","","",""
"86420","","","","","","","","","","43.38315","43.38315","43.38315","","","","","",""
"86434","","","","","","","","","","43.840427","43.840427","43.840427","","","","","",""
"86448","","","","","","","","","","43.233852","43.233852","43.233852","","","","","",""
"86452","68.07416","68.07416","68.07416","","","","","","","","","","","","","","",""
"86466","67.22025","67.22025","67.22025","","","","","","","","","","","","","","",""
"86475","","","","","","","","","","43.20386","43.20386","43.20386","","","","","",""
"86480","65.43295","65.43295","65.43295","","","","","","","","","","","","","","",""
"86489","","","","","","","","","","42.719006","42.719006","42.719006","","","","","",""
"86494","64.75882","64.75882","64.75882","","","","","","","","","","","","","","",""
"86503","","","","","","","","","","50.22594","50.22594","50.22594","","","","","",""
"86508","70.685394","70.685394","70.685394","","","","","","","","","","","","","","",""
"86517","","","","","","","","","","40.554634","40.554634","40.554634","","","","","",""
"86522","75.18354","75.18354","75.18354","","","","","","","","","","","","","","",""
"86536","72.96898","72.96898","72.96898","","","","","","","","","","","","","","",""
"86543","","","","","","","","","","39.9633","39.9633","39.9633","","","","","",""
"86550","79.07519","79.07519","79.07519","","","","","","","","","","","","","","",""
"86557","","","","","","","","","","42.835587","42.835587","42.835587","","","","","",""
"86564","75.53377","75.53377","75.53377","","","","","","","","","","","","","","",""
"86571","","","","","","","","","","46.887535","46.887535","46.887535","","","","","",""
"86585","","","","","","","","","","48.732044","48.732044","48.732044","","","","","",""
"86599","","","","","","","","","","49.95338","49.95338","49.95338","","","","","",""
"86613","","","","","","","","","","48.190582","48.190582","48.190582","","","","","",""
"86614","75.56561","75.56561","75.56561","","","","","","","","","","","","","","",""
"86627","","","","","","","","","","48.3401","48.3401","48.3401","","","","","",""
"86628","75.26884","75.26884","75.26884","","","","","","","","","","","","","","",""
"86641","","","","","","","","","","50.88179","50.88179","50.88179","","","","","",""
"86642","73.03691","73.03691","73.03691","","","","","","","","","","","","","","",""
"86656","76.88838","76.88838","76.88838","","","","","","","","","","","","","","",""
"86670","78.353386","78.353386","78.353386","","","","","","","","","","","","","","",""
"86677","","","","","","","","","","55.817207","55.817207","55.817207","","","","","",""
"86684","78.63619","78.63619","78.63619","","","","","","","","","","","","","","",""
"86691","","","","","","","","","","54.267418","54.267418","54.267418","","","","","",""
"86698","80.42135","80.42135","80.42135","","","","","","","","","","","","","","",""
"86705","","","","","","","","","","59.952686","59.952686","59.952686","","","","","",""
"86712","81.78373","81.78373","81.78373","","","","","","","","","","","","","","",""
"86724","","","","","","","","","","56.888508","56.888508","56.888508","","","","","",""
"86726","83.211174","83.211174","83.211174","","","","","","","","","","","","","","",""
"86738","","","","","","","","","","58.602257","58.602257","58.602257","","","","","",""
"86740","85.18497","85.18497","85.18497","","","","","","","","","","","","","","",""
"86752","","","","","","","","","","55.652954","55.652954","55.652954","","","","","",""
"86766","","","","","","","","","","49.585915","49.585915","49.585915","","","","","",""
"86776","81.960526","81.960526","81.960526","","","","","","","","","","","","","","",""
"86780","","","","","","","","","","50.196953","50.196953","50.196953","","","","","",""
"86790","82.96407","82.96407","82.96407","","","","","","","","","","","","","","",""
"86794","","","","","","","","","","51.238514","51.238514","51.238514","","","","","",""
"86804","75.42734","75.42734","75.42734","","","","","","","","","","","","","","",""
"86818","73.87573","73.87573","73.87573","","","","","","","","","","","","","","",""
"86822","","","","","","","","","","50.04104","50.04104","50.04104","","","","","",""
"86832","76.11918","76.11918","76.11918","","","","","","","","","","","","","","",""
"86836","","","","","","","","","","50.013123","50.013123","50.013123","","","","","",""
"86846","76.2791","76.2791","76.2791","","","","","","","","","","","","","","",""
"86850","","","","","","","","","","49.78647","49.78647","49.78647","","","","","",""
"86864","","","","","","","","","","47.87786","47.87786","47.87786","","","","","",""
"86873","75.387596","75.387596","75.387596","","","","","","","","","","","","","","",""
"86878","","","","","","","","","","49.771366","49.771366","49.771366","","","","","",""
"86887","78.922386","78.922386","78.922386","","","","","","","","","","","","","","",""
"86892","","","","","","","","","","46.259617","46.259617","46.259617","","","","","",""
"86901","75.60404","75.60404","75.60404","","","","","","","","","","","","","","",""
"86906","","","","","","","","","","41.750084","41.750084","41.750084","","","","","",""
"86915","76.76968","76.76968","76.76968","","","","","","","","","","","","","","",""
"86929","78.12479","78.12479","78.12479","","","","","","","","","","","","","","",""
"86933","","","","","","","","","","48.952095","48.952095","48.952095","","","","","",""
"86957","74.148926","74.148926","74.148926","","","","","","","","","","","","","","",""
"86969","","","","","","","","","","54.276596","54.276596","54.276596","","","","","",""
"86971","78.48211","78.48211","78.48211","","","","","","","","","","","","","","",""
"86983","","","","","","","","","","49.428818","49.428818","49.428818","","","","","",""
"86985","74.25995","74.25995","74.25995","","","","","","","","","","","","","","",""
"86997","","","","","","","","","","47.895744","47.895744","47.895744","","","","","",""
"86999","70.1741","70.1741","70.1741","","","","","","","","","","","","","","",""
"87011","","","","","","","","","","48.51926","48.51926","48.51926","","","","","",""
"87013","75.473595","75.473595","75.473595","","","","","","","","","","","","","","",""
"87025","","","","","","","","","","49.521347","49.521347","49.521347","","","","","",""
"87027","76.45761","76.45761","76.45761","","","","","","","","","","","","","","",""
"87039","","","","","","","","","","47.90149","47.90149","47.90149","","","","","",""
"87041","78.31035","78.31035","78.31035","","","","","","","","","","","","","","",""
"87053","","","","","","","","","","46.082664","46.082664","46.082664","","","","","",""
"87055","77.21887","77.21887","77.21887","","","","","","","","","","","","","","",""
"87067","","","","","","","","","","46.327797","46.327797","46.327797","","","","","",""
"87081","","","","","","","","","","45.422657","45.422657","45.422657","","","","","",""
"87083","72.78597","72.78597","72.78597","","","","","","","","","","","","","","",""
"87095","","","","","","","","","","51.022053","51.022053","51.022053","","","","","",""
"87097","75.26269","75.26269","75.26269","","","","","","","","","","","","","","",""
"87123","","","","","","","","","","45.762287","45.762287","45.762287","","","","","",""
"87124","76.03215","76.03215","76.03215","","","","","","","","","","","","","","",""
"87137","","","","","","","","","","50.6033","50.6033","50.6033","","","","","",""
"87138","74.70074","74.70074","74.70074","","","","","","","","","","","","","","",""
"87151","","","","","","","","","","47.95815","47.95815","47.95815","","","","","",""
"87152","72.40957","72.40957","72.40957","","","","","","","","","","","","","","",""
"87165","","","","","","","","","","46.57111","46.57111","46.57111","","","","","",""
"87166","68.39193","68.39193","68.39193","","","","","","","","","","","","","","",""
"87180","73.01244","73.01244","73.01244","","","","","","","","","","","","","","",""
"87182","","","","","","","","","","49.544266","49.544266","49.544266","","","","","",""
"87194","73.978745","73.978745","73.978745","","","","","","","","","","","","","","",""
"87196","","","","","","","","","","51.867382","51.867382","51.867382","","","","","",""
"87208","79.3268","79.3268","79.3268","","","","","","","","","","","","","","",""
"87210","","","","","","","","","","51.929314","51.929314","51.929314","","","","","",""
"87222","81.98863","81.98863","81.98863","","","","","","","","","","","","","","",""
"87236","81.328384","81.328384","81.328384","","","","","","","","","","","","","","",""
"87238","","","","","","","","","","46.791233","46.791233","46.791233","","","","","",""
"87252","","","","","","","","","","44.6446","44.6446","44.6446","","","","","",""
"87266","","","","","","","","","","45.100758","45.100758","45.100758","","","","","",""
"87272","81.88406","81.88406","81.88406","","","","","","","","","","","","","","",""
"87280","","","","","","","","","","46.668053","46.668053","46.668053","","","","","",""
"87286","84.26861","84.26861","84.26861","","","","","","","","","","","","","","",""
"87294","","","","","","","","","","47.033974","47.033974","47.033974","","","","","",""
"87300","87.1812","87.1812","87.1812","","","","","","","","","","","","","","",""
"87308","","","","","","","","","","48.713306","48.713306","48.713306","","","","","",""
"87314","90.65169","90.65169","90.65169","","","","","","","","","","","","","","",""
"87322","","","","","","","","","","45.62619","45.62619","45.62619","","","","","",""
"87328","89.434166","89.434166","89.434166","","","","","","","","","","","","","","",""
"87342","86.83833","86.83833","86.83833","","","","","","","","","","","","","","",""
"87356","87.42012","87.42012","87.42012","","","","","","","","","","","","","","",""
"87358","","","","","","","","","","42.44558","42.44558","42.44558","","","","","",""
"87370","86.54801","86.54801","86.54801","","","","","","","","","","","","","","",""
"87372","","","","","","","","","","38.433746","38.433746","38.433746","","","","","",""
"87384","89.889915","89.889915","89.889915","","","","","","","","","","","","","","",""
"87399","","","","","","","","","","38.758595","38.758595","38.758595","","","","","",""
"87411","99.49381","99.49381","99.49381","","","","","","","","","","","","","","",""
"87413","","","","","","","","","","35.75056","35.75056","35.75056","","","","","",""
"87425","93.158676","93.158676","93.158676","","","","","","","","","","","","","","",""
"87427","","","","","","","","","","37.072212","37.072212","37.072212","","","","","",""
"87441","","","","","","","","","","36.541958","36.541958","36.541958","","","","","",""
"87451","92.810555","92.810555","92.810555","","","","","","","","","","","","","","",""
"87455","","","","","","","","","","40.559902","40.559902","40.559902","","","","","",""
"87465","94.95871","94.95871","94.95871","","","","","","","","","","","","","","",""
"87469","","","","","","","","","","40.926147","40.926147","40.926147","","","","","",""
"87479","95.89016","95.89016","95.89016","","","","","","","","","","","","","","",""
"87483","","","","","","","","","","38.385715","38.385715","38.385715","","","","","",""
"87493","102.215385","102.215385","102.215385","","","","","","","","","","","","","","",""
"87507","96.90269","96.90269","96.90269","","","","","","","","","","","","","","",""
"87511","","","","","","","","","","40.0516","40.0516","40.0516","","","","","",""
"87521","99.30402","99.30402","99.30402","","","","","","","","","","","","","","",""
"87525","","","","","","","","","","34.82951","34.82951","34.82951","","","","","",""
"87535","98.71555","98.71555","98.71555","","","","","","","","","","","","","","",""
"87539","","","","","","","","","","40.11428","40.11428","40.11428","","","","","",""
"87549","98.20349","98.20349","98.20349","","","","","","","","","","","","","","",""
"87553","","","","","","","","","","40.284477","40.284477","40.284477","","","","","",""
"87563","102.26288","102.26288","102.26288","","","","","","","","","","","","","","",""
"87567","","","","","","","","","","43.782017","43.782017","43.782017","","","","","",""
"87577","103.58725","103.58725","103.58725","","","","","","","","","","","","","","",""
"87581","","","","","","","","","","48.53746","48.53746","48.53746","","","","","",""
"87591","96.17623","96.17623","96.17623","","","","","","","","","","","","","","",""
"87595","","","","","","","","","","50.466255","50.466255","50.466255","","","","","",""
"87609","","","","","","","","","","53.25609","53.25609","53.25609","","","","","",""
"87623","","","","","","","","","","45.299225","45.299225","45.299225","","","","","",""
"87627","96.04288","96.04288","96.04288","","","","","","","","","","","","","","",""
"87641","93.85109","93.85109","93.85109","","","","","","","","","","","","","","",""
"87655","91.24625","91.24625","91.24625","","","","","","","","","","","","","","",""
"87669","91.76667","91.76667","91.76667","","","","","","","","","","","","","","",""
"87673","","","","","","","","","","50.52337","50.52337","50.52337","","","","","",""
"87683","92.70976","92.70976","92.70976","","","","","","","","","","","","","","",""
"87687","","","","","","","","","","49.812706","49.812706","49.812706","","","","","",""
"87697","90.61242","90.61242","90.61242","","","","","","","","","","","","","","",""
"87701","","","","","","","","","","46.67735","46.67735","46.67735","","","","","",""
"87715","","","","","","","","","","47.73133","47.73133","47.73133","","","","","",""
"87724","86.814705","86.814705","86.814705","","","","","","","","","","","","","","",""
"87729","","","","","","","","","","41.523632","41.523632","41.523632","","","","","",""
"87738","88.23017","88.23017","88.23017","","","","","","","","","","","","","","",""
"87743","","","","","","","","","","43.252934","43.252934","43.252934","","","","","",""
"87752","89.87172","89.87172","89.87172","","","","","","","","","","","","","","",""
"87757","","","","","","","","","","48.47341","48.47341","48.47341","","","","","",""
"87766","93.13257","93.13257","93.13257","","","","","","","","","","","","","","",""
"87771","","","","","","","","","","53.934116","53.934116","53.934116","","","","","",""
"87780","93.94474","93.94474","93.94474","","","","","","","","","","","","","","",""
"87807","","","","","","","","","","56.23693","56.23693","56.23693","","","","","",""
"87808","92.99466","92.99466","92.99466","","","","","","","","","","","","","","",""
"87821","","","","","","","","","","54.25899","54.25899","54.25899","","","","","",""
"87822","89.293205","89.293205","89.293205","","","","","","","","","","","","","","",""
"87835","","","","","","","","","","54.686092","54.686092","54.686092","","","","","",""
"87836","91.77433","91.77433","91.77433","","","","","","","","","","","","","","",""
"87849","","","","","","","","","","47.173195","47.173195","47.173195","","","","","",""
"87850","92.960396","92.960396","92.960396","","","","","","","","","","","","","","",""
"87864","89.47907","89.47907","89.47907","","","","","","","","","","","","","","",""
"87876","","","","","","","","","","44.916008","44.916008","44.916008","","","","","",""
"87878","86.39021","86.39021","86.39021","","","","","","","","","","","","","","",""
"87890","","","","","","","","","","41.916996","41.916996","41.916996","","","","","",""
"87892","83.6299","83.6299","83.6299","","","","","","","","","","","","","","",""
"87904","","","","","","","","","","43.308697","43.308697","43.308697","","","","","",""
"87906","86.5345","86.5345","86.5345","","","","","","","","","","","","","","",""
"87918","","","","","","","","","","44.7316","44.7316","44.7316","","","","","",""
"87942","84.3921","84.3921","84.3921","","","","","","","","","","","","","","",""
"87954","","","","","","","","","","41.80365","41.80365","41.80365","","","","","",""
"87956","81.11252","81.11252","81.11252","","","","","","","","","","","","","","",""
"87968","","","","","","","","","","43.891445","43.891445","43.891445","","","","","",""
"87982","","","","","","","","","","40.910095","40.910095","40.910095","","","","","",""
"87983","78.40826","78.40826","78.40826","","","","","","","","","","","","","","",""
"87996","","","","","","","","","","41.461422","41.461422","41.461422","","","","","",""
"87997","71.2379","71.2379","71.2379","","","","","","","","","","","","","","",""
"88010","","","","","","","","","","43.82663","43.82663","43.82663","","","","","",""
"88011","69.761986","69.761986","69.761986","","","","","","","","","","","","","","",""
"88024","","","","","","","","","","41.016468","41.016468","41.016468","","","","","",""
"88025","73.919426","73.919426","73.919426","","","","","","","","","","","","","","",""
"88038","","","","","","","","","","42.571743","42.571743","42.571743","","","","","",""
"88039","75.7634","75.7634","75.7634","","","","","","","","","","","","","","",""
"88052","","","","","","","","","","39.725403","39.725403","39.725403","","","","","",""
"88053","77.649185","77.649185","77.649185","","","","","","","","","","","","","","",""
"88066","","","","","","","","","","47.163315","47.163315","47.163315","","","","","",""
"88067","75.6501","75.6501","75.6501","","","","","","","","","","","","","","",""
"88080","","","","","","","","","","50.168423","50.168423","50.168423","","","","","",""
"88081","75.547676","75.547676","75.547676","","","","","","","","","","","","","","",""
"88109","77.588036","77.588036","77.588036","","","","","","","","","","","","","","",""
"88116","","","","","","","","","","52.29992","52.29992","52.29992","","","","","",""
"88123","77.42889","77.42889","77.42889","","","","","","","","","","","","","","",""
"88130","","","","","","","","","","54.057217","54.057217","54.057217","","","","","",""
"88137","80.4911","80.4911","80.4911","","","","","","","","","","","","","","",""
"88151","80.09555","80.09555","80.09555","","","","","","","","","","","","","","",""
"88157","","","","","","","","","","54.034805","54.034805","54.034805","","","","","",""
"88165","77.98453","77.98453","77.98453","","","","","","","","","","","","","","",""
"88171","","","","","","","","","","56.95856","56.95856","56.95856","","","","","",""
"88179","70.97483","70.97483","70.97483","","","","","","","","","","","","","","",""
"88185","","","","","","","","","","55.05257","55.05257","55.05257","","","","","",""
"88193","70.82736","70.82736","70.82736","","","","","","","","","","","","","","",""
"88199","","","","","","","","","","54.95133","54.95133","54.95133","","","","","",""
"88207","70.68285","70.68285","70.68285","","","","","","","","","","","","","","",""
"88213","","","","","","","","","","52.078697","52.078697","52.078697","","","","","",""
"88221","72.28322","72.28322","72.28322","","","","","","","","","","","","","","",""
"88227","","","","","","","","","","47.84595","47.84595","47.84595","","","","","",""
"88241","","","","","","","","","","51.357693","51.357693","51.357693","","","","","",""
"88248","73.1758","73.1758","73.1758","","","","","","","","","","","","","","",""
"88269","","","","","","","","","","53.82357","53.82357","53.82357","","","","","",""
"88283","","","","","","","","","","59.465515","59.465515","59.465515","","","","","",""
"88285","75.31618","75.31618","75.31618","","","","","","","","","","","","","","",""
"88297","","","","","","","","","","57.66932","57.66932","57.66932","","","","","",""
"88299","80.76875","80.76875","80.76875","","","","","","","","","","","","","","",""
"88311","","","","","","","","","","58.30123","58.30123","58.30123","","","","","",""
"88313","84.70574","84.70574","84.70574","","","","","","","","","","","","","","",""
"88325","","","","","","","","","","56.845654","56.845654","56.845654","","","","","",""
"88327","84.42434","84.42434","84.42434","","","","","","","","","","","","","","",""
"88339","","","","","","","","","","56.868168","56.868168","56.868168","","","","","",""
"88341","82.717","82.717","82.717","","","","","","","","","","","","","","",""
"88353","","","","","","","","","","58.632305","58.632305","58.632305","","","","","",""
"88355","79.32871","79.32871","79.32871","","","","","","","","","","","","","","",""
"88369","79.71055","79.71055","79.71055","","","","","","","","","","","","","","",""
"88380","","","","","","","","","","58.670994","58.670994","58.670994","","","","","",""
"88383","79.62804","79.62804","79.62804","","","","","","","","","","","","","","",""
"88397","81.17946","81.17946","81.17946","","","","","","","","","","","","","","",""
"88416","","","","","","","","","","59.123936","59.123936","59.123936","","","","","",""
"88430","","","","","","","","","","58.067833","58.067833","58.067833","","","","","",""
"88433","79.383064","79.383064","79.383064","","","","","","","","","","","","","","",""
"88444","","","","","","","","","","49.926453","49.926453","49.926453","","","","","",""
"88447","80.85693","80.85693","80.85693","","","","","","","","","","","","","","",""
"88458","","","","","","","","","","51.9315","51.9315","51.9315","","","","","",""
"88461","81.00243","81.00243","81.00243","","","","","","","","","","","","","","",""
"88472","","","","","","","","","","48.57455","48.57455","48.57455","","","","","",""
"88475","76.60066","76.60066","76.60066","","","","","","","","","","","","","","",""
"88486","","","","","","","","","","48.95207","48.95207","48.95207","","","","","",""
"88489","80.89809","80.89809","80.89809","","","","","","","","","","","","","","",""
"88500","","","","","","","","","","51.549103","51.549103","51.549103","","","","","",""
"88503","74.80812","74.80812","74.80812","","","","","","","","","","","","","","",""
"88522","68.225586","68.225586","68.225586","","","","","","","","","","","","","","",""
"88536","67.68548","67.68548","67.68548","","","","","","","50.22467","50.22467","50.22467","","","","","",""
"88550","64.65915","64.65915","64.65915","","","","","","","47.74206","47.74206","47.74206","","","","","",""
"88564","","","","","","","","","","49.631165","49.631165","49.631165","","","","","",""
"88578","60.00968","60.00968","60.00968","","","","","","","47.322845","47.322845","47.322845","","","","","",""
"88592","58.31572","58.31572","58.31572","","","","","","","50.76809","50.76809","50.76809","","","","","",""
"88606","57.609947","57.609947","57.609947","","","","","","","55.964394","55.964394","55.964394","","","","","",""
"88620","55.334213","55.334213","55.334213","","","","","","","","","","","","","","",""
"88633","","","","","","","","","","50.551933","50.551933","50.551933","","","","","",""
"88634","54.29843","54.29843","54.29843","","","","","","","","","","","","","","",""
"88647","","","","","","","","","","48.755817","48.755817","48.755817","","","","","",""
"88648","53.982513","53.982513","53.982513","","","","","","","","","","","","","","",""
"88661","","","","","","","","","","53.879845","53.879845","53.879845","","","","","",""
"88662","52.831223","52.831223","52.831223","","","","","","","","","","","","","","",""
"88675","","","","","","","","","","52.579914","52.579914","52.579914","","","","","",""
"88698","49.499577","49.499577","49.499577","","","","","","","","","","","","","","",""
"88703","","","","","","","","","","48.519352","48.519352","48.519352","","","","","",""
"88712","47.776073","47.776073","47.776073","","","","","","","","","","","","","","",""
"88717","","","","","","","","","","47.593452","47.593452","47.593452","","","","","",""
"88726","48.351868","48.351868","48.351868","","","","","","","","","","","","","","",""
"88731","","","","","","","","","","51.4428","51.4428","51.4428","","","","","",""
"88745","","","","","","","","","","50.595387","50.595387","50.595387","","","","","",""
"88753","45.27264","45.27264","45.27264","","","","","","","","","","","","","","",""
"88759","","","","","","","","","","50.70402","50.70402","50.70402","","","","","",""
"88767","41.24876","41.24876","41.24876","","","","","","","","","","","","","","",""
"88773","","","","","","","","","","53.45451","53.45451","53.45451","","","","","",""
"88781","41.18004","41.18004","41.18004","","","","","","","","","","","","","","",""
"88787","","","","","","","","","","51.871834","51.871834","51.871834","","","","","",""
"88795","41.917454","41.917454","41.917454","","","","","","","","","","","","","","",""
"88801","","","","","","","","","","50.893425","50.893425","50.893425","","","","","",""
"88809","41.73511","41.73511","41.73511","","","","","","","","","","","","","","",""
"88823","43.189644","43.189644","43.189644","","","","","","","","","","","","","","",""
"88829","","","","","","","","","","50.616814","50.616814","50.616814","","","","","",""
"88843","","","","","","","","","","51.73575","51.73575","51.73575","","","","","",""
"88859","44.675777","44.675777","44.675777","","","","","","","","","","","","","","",""
"88862","","","","","","","","","","48.76407","48.76407","48.76407","","","","","",""
"88873","46.693333","46.693333","46.693333","","","","","","","","","","","","","","",""
"88876","","","","","","","","","","45.708897","45.708897","45.708897","","","","","",""
"88887","44.243614","44.243614","44.243614","","","","","","","","","","","","","","",""
"88890","","","","","","","","","","50.5791","50.5791","50.5791","","","","","",""
"88901","48.29368","48.29368","48.29368","","","","","","","","","","","","","","",""
"88904","","","","","","","","","","50.506245","50.506245","50.506245","","","","","",""
"88915","48.476665","48.476665","48.476665","","","","","","","","","","","","","","",""
"88918","","","","","","","","","","47.827248","47.827248","47.827248","","","","","",""
"88929","53.258575","53.258575","53.258575","","","","","","","","","","","","","","",""
"88932","","","","","","","","","","44.84529","44.84529","44.84529","","","","","",""
"88943","57.645935","57.645935","57.645935","","","","","","","","","","","","","","",""
"88946","","","","","","","","","","47.896454","47.896454","47.896454","","","","","",""
"88957","56.177948","56.177948","56.177948","","","","","","","","","","","","","","",""
"88971","61.39678","61.39678","61.39678","","","","","","","","","","","","","","",""
"88974","","","","","","","","","","48.818478","48.818478","48.818478","","","","","",""
"88985","67.34077","67.34077","67.34077","","","","","","","","","","","","","","",""
"88988","","","","","","","","","","50.757042","50.757042","50.757042","","","","","",""
"89002","","","","","","","","","","52.717636","52.717636","52.717636","","","","","",""
"89004","70.29423","70.29423","70.29423","","","","","","","","","","","","","","",""
"89016","","","","","","","","","","49.91255","49.91255","49.91255","","","","","",""
"89018","78.53421","78.53421","78.53421","","","","","","","","","","","","","","",""
"89030","","","","","","","","","","52.87508","52.87508","52.87508","","","","","",""
"89044","","","","","","","","","","55.416645","55.416645","55.416645","","","","","",""
"89054","81.38852","81.38852","81.38852","","","","","","","","","","","","","","",""
"89058","","","","","","","","","","53.528316","53.528316","53.528316","","","","","",""
