"Step","Proposed_Uniform - rollout/ep_len_mean","Proposed_Uniform - rollout/ep_len_mean__MIN","Proposed_Uniform - rollout/ep_len_mean__MAX","Prior_Uniform - rollout/ep_len_mean","Prior_Uniform - rollout/ep_len_mean__MIN","Prior_Uniform - rollout/ep_len_mean__MAX","Prior_Strong - rollout/ep_len_mean","Prior_Strong - rollout/ep_len_mean__MIN","Prior_Strong - rollout/ep_len_mean__MAX","Proposed_hard - rollout/ep_len_mean","Proposed_hard - rollout/ep_len_mean__MIN","Proposed_hard - rollout/ep_len_mean__MAX","Proposed_medium2 - rollout/ep_len_mean","Proposed_medium2 - rollout/ep_len_mean__MIN","Proposed_medium2 - rollout/ep_len_mean__MAX","Prior_medium2 - rollout/ep_len_mean","Prior_medium2 - rollout/ep_len_mean__MIN","Prior_medium2 - rollout/ep_len_mean__MAX"
"35689","","","","","","","","","","","","","","","","573.07","573.07","573.07"
"35691","","","","","","","","","","","","","465.56","465.56","465.56","","",""
"35695","","","","","","","","","","410.68","410.68","410.68","","","","","",""
"35697","","","","620.81","620.81","620.81","","","","","","","","","","","",""
"35698","","","","","","","599.74","599.74","599.74","","","","","","","","",""
"35700","416.7","416.7","416.7","","","","","","","","","","","","","","",""
"35703","","","","","","","","","","","","","","","","562.81","562.81","562.81"
"35705","","","","","","","","","","","","","458.67","458.67","458.67","","",""
"35709","","","","","","","","","","403.77","403.77","403.77","","","","","",""
"35712","","","","","","","600.93","600.93","600.93","","","","","","","","",""
"35714","410.53","410.53","410.53","","","","","","","","","","","","","","",""
"35722","","","","","","","","","","","","","","","","557.86","557.86","557.86"
"35723","","","","","","","","","","397.78","397.78","397.78","","","","","",""
"35733","","","","619.11","619.11","619.11","","","","","","","","","","","",""
"35736","","","","","","","","","","","","","","","","557.95","557.95","557.95"
"35739","","","","","","","592.94","592.94","592.94","","","","","","","","",""
"35741","","","","","","","","","","","","","460.21","460.21","460.21","","",""
"35747","","","","626.13","626.13","626.13","","","","","","","","","","","",""
"35750","417.84","417.84","417.84","","","","","","","","","","","","","557.09","557.09","557.09"
"35751","","","","","","","","","","402.96","402.96","402.96","","","","","",""
"35753","","","","","","","599","599","599","","","","","","","","",""
"35755","","","","","","","","","","","","","449.99","449.99","449.99","","",""
"35761","","","","618.55","618.55","618.55","","","","","","","","","","","",""
"35764","431.15","431.15","431.15","","","","","","","","","","","","","558.3","558.3","558.3"
"35765","","","","","","","","","","409.41","409.41","409.41","","","","","",""
"35767","","","","","","","599","599","599","","","","","","","","",""
"35769","","","","","","","","","","","","","467.13","467.13","467.13","","",""
"35775","","","","623.88","623.88","623.88","","","","","","","","","","","",""
"35778","429.6","429.6","429.6","","","","","","","","","","","","","563.16","563.16","563.16"
"35779","","","","","","","","","","409.12","409.12","409.12","","","","","",""
"35781","","","","","","","603.52","603.52","603.52","","","","","","","","",""
"35783","","","","","","","","","","","","","479.27","479.27","479.27","","",""
"35792","424.23","424.23","424.23","","","","","","","","","","","","","559.28","559.28","559.28"
"35795","","","","","","","590.66","590.66","590.66","","","","","","","","",""
"35797","","","","","","","","","","","","","484.22","484.22","484.22","","",""
"35802","","","","623.39","623.39","623.39","","","","","","","","","","","",""
"35806","433.71","433.71","433.71","","","","","","","416.93","416.93","416.93","","","","","",""
"35809","","","","","","","586.58","586.58","586.58","","","","","","","","",""
"35811","","","","","","","","","","","","","476.73","476.73","476.73","","",""
"35816","","","","616.68","616.68","616.68","","","","","","","","","","","",""
"35820","441.9","441.9","441.9","","","","","","","412.07","412.07","412.07","","","","","",""
"35825","","","","","","","","","","","","","469.44","469.44","469.44","","",""
"35828","","","","","","","","","","","","","","","","558.55","558.55","558.55"
"35830","","","","609.97","609.97","609.97","","","","","","","","","","","",""
"35834","433.59","433.59","433.59","","","","","","","410.18","410.18","410.18","","","","","",""
"35839","","","","","","","","","","","","","469.48","469.48","469.48","","",""
"35842","","","","","","","","","","","","","","","","572.96","572.96","572.96"
"35844","","","","600.28","600.28","600.28","","","","","","","","","","","",""
"35845","","","","","","","598.46","598.46","598.46","","","","","","","","",""
"35848","","","","","","","","","","405.28","405.28","405.28","","","","","",""
"35856","","","","","","","","","","","","","","","","579.74","579.74","579.74"
"35858","","","","595.31","595.31","595.31","","","","","","","","","","","",""
"35859","","","","","","","601.66","601.66","601.66","","","","","","","","",""
"35861","433.66","433.66","433.66","","","","","","","","","","","","","","",""
"35862","","","","","","","","","","402.13","402.13","402.13","","","","","",""
"35870","","","","","","","","","","","","","","","","592.3","592.3","592.3"
"35872","","","","600.92","600.92","600.92","","","","","","","","","","","",""
"35873","","","","","","","609.59","609.59","609.59","","","","","","","","",""
"35876","","","","","","","","","","401.48","401.48","401.48","","","","","",""
"35880","","","","","","","","","","","","","472.33","472.33","472.33","","",""
"35886","","","","603.56","603.56","603.56","","","","","","","","","","","",""
"35887","","","","","","","615.02","615.02","615.02","","","","","","","","",""
"35889","","","","","","","","","","","","","","","","599.46","599.46","599.46"
"35890","","","","","","","","","","404.2","404.2","404.2","","","","","",""
"35894","","","","","","","","","","","","","486.55","486.55","486.55","","",""
"35897","434.65","434.65","434.65","","","","","","","","","","","","","","",""
"35900","","","","599.45","599.45","599.45","","","","","","","","","","","",""
"35903","","","","","","","","","","","","","","","","596.59","596.59","596.59"
"35906","","","","","","","617.24","617.24","617.24","","","","","","","","",""
"35908","","","","","","","","","","","","","485.85","485.85","485.85","","",""
"35911","430.21","430.21","430.21","","","","","","","","","","","","","","",""
"35914","","","","589.67","589.67","589.67","","","","","","","","","","","",""
"35917","","","","","","","","","","","","","","","","592.7","592.7","592.7"
"35918","","","","","","","","","","402.12","402.12","402.12","","","","","",""
"35920","","","","","","","611.54","611.54","611.54","","","","","","","","",""
"35922","","","","","","","","","","","","","491.74","491.74","491.74","","",""
"35925","436.1","436.1","436.1","","","","","","","","","","","","","","",""
"35928","","","","584.22","584.22","584.22","","","","","","","","","","","",""
"35931","","","","","","","","","","","","","","","","586.57","586.57","586.57"
"35932","","","","","","","","","","407.03","407.03","407.03","","","","","",""
"35934","","","","","","","612.95","612.95","612.95","","","","","","","","",""
"35936","","","","","","","","","","","","","501.28","501.28","501.28","","",""
"35939","434.82","434.82","434.82","","","","","","","","","","","","","","",""
"35945","","","","","","","","","","","","","","","","582.35","582.35","582.35"
"35946","","","","","","","","","","396.4","396.4","396.4","","","","","",""
"35948","","","","","","","620.05","620.05","620.05","","","","","","","","",""
"35950","","","","","","","","","","","","","493.34","493.34","493.34","","",""
"35953","420.02","420.02","420.02","","","","","","","","","","","","","","",""
"35959","","","","","","","","","","","","","","","","581.98","581.98","581.98"
"35960","","","","","","","","","","395.89","395.89","395.89","","","","","",""
"35962","","","","","","","626.99","626.99","626.99","","","","","","","","",""
"35964","","","","582.95","582.95","582.95","","","","","","","484.7","484.7","484.7","","",""
"35967","412.64","412.64","412.64","","","","","","","","","","","","","","",""
"35973","","","","","","","","","","","","","","","","592.29","592.29","592.29"
"35974","","","","","","","","","","388.75","388.75","388.75","","","","","",""
"35976","","","","","","","627.76","627.76","627.76","","","","","","","","",""
"35978","","","","589.8","589.8","589.8","","","","","","","483.86","483.86","483.86","","",""
"35981","406.58","406.58","406.58","","","","","","","","","","","","","","",""
"35987","","","","","","","","","","","","","","","","590.19","590.19","590.19"
"35988","","","","","","","","","","379.97","379.97","379.97","","","","","",""
"35990","","","","","","","617.73","617.73","617.73","","","","","","","","",""
"35992","","","","","","","","","","","","","469.53","469.53","469.53","","",""
"35995","411.83","411.83","411.83","","","","","","","","","","","","","","",""
"36001","","","","","","","","","","","","","","","","586.9","586.9","586.9"
"36002","","","","","","","","","","387.09","387.09","387.09","","","","","",""
"36005","","","","583.71","583.71","583.71","","","","","","","","","","","",""
"36009","406.61","406.61","406.61","","","","","","","","","","","","","","",""
"36016","","","","","","","","","","379.63","379.63","379.63","","","","","",""
"36019","","","","574.44","574.44","574.44","","","","","","","","","","","",""
"36023","395.49","395.49","395.49","","","","","","","","","","","","","","",""
"36026","","","","","","","624.25","624.25","624.25","","","","","","","","",""
"36028","","","","","","","","","","","","","481.81","481.81","481.81","","",""
"36029","","","","","","","","","","","","","","","","587.9","587.9","587.9"
"36030","","","","","","","","","","371.32","371.32","371.32","","","","","",""
"36033","","","","580.7","580.7","580.7","","","","","","","","","","","",""
"36037","398.1","398.1","398.1","","","","","","","","","","","","","","",""
"36040","","","","","","","631.24","631.24","631.24","","","","","","","","",""
"36042","","","","","","","","","","","","","480.12","480.12","480.12","","",""
"36044","","","","","","","","","","372.24","372.24","372.24","","","","","",""
"36047","","","","584.12","584.12","584.12","","","","","","","","","","","",""
"36056","","","","","","","","","","","","","479.23","479.23","479.23","598.76","598.76","598.76"
"36061","","","","581.85","581.85","581.85","","","","","","","","","","","",""
"36067","","","","","","","638.61","638.61","638.61","","","","","","","","",""
"36070","","","","","","","","","","","","","485.07","485.07","485.07","605.92","605.92","605.92"
"36073","396.93","396.93","396.93","","","","","","","","","","","","","","",""
"36075","","","","589.2","589.2","589.2","","","","","","","","","","","",""
"36081","","","","","","","636.05","636.05","636.05","","","","","","","","",""
"36084","","","","","","","","","","","","","","","","603.12","603.12","603.12"
"36086","","","","","","","","","","380.69","380.69","380.69","","","","","",""
"36087","395.49","395.49","395.49","","","","","","","","","","","","","","",""
"36089","","","","586.15","586.15","586.15","","","","","","","","","","","",""
"36095","","","","","","","642.9","642.9","642.9","","","","","","","","",""
"36097","","","","","","","","","","","","","481.88","481.88","481.88","","",""
"36098","","","","","","","","","","","","","","","","589.14","589.14","589.14"
"36100","","","","","","","","","","377.54","377.54","377.54","","","","","",""
"36101","396.22","396.22","396.22","","","","","","","","","","","","","","",""
"36103","","","","578.84","578.84","578.84","","","","","","","","","","","",""
"36109","","","","","","","647.61","647.61","647.61","","","","","","","","",""
"36111","","","","","","","","","","","","","479.68","479.68","479.68","","",""
"36112","","","","","","","","","","","","","","","","596.03","596.03","596.03"
"36114","","","","","","","","","","379.69","379.69","379.69","","","","","",""
